id,body
63b7e287-8f01-4b2e-ae4e-6cc5d6bccf05,I'm looking forward to our first date 😊  Want to shake off the first date jitters with a phone call or video chat?
72940550-feaa-4448-9853-77b781d4727d,I'd love to take you on a date :) When are you free?
83d8ee1d-ea79-4839-93d9-721077cc9fc0,"Pick two: money, time, energy. Why?"
b06562b1-0df5-4db2-a47f-435d0e66f6d3,You look like you have strong hands. Is that weird to say? Probably
bc15f095-1b05-4344-b172-b233807cd9a2,Where do you find yourself when you need a break from reality?
f1ff1157-e555-451a-a095-818ef7bb0d35,🚙⚡️⚡️ (that was me trying to jump start this convo)
fbaa6218-88bc-4461-9947-26cf006caef1,First date idea: we spend this PetSmart giftcard with your dog
e3f3941b-02e3-47a6-b622-0bdce914cc97,I feel like I'm getting mixed messages. Sometimes I feel like you're into me and other times I feel like you're not. Can we talk about it?
68fc52ae-53fe-4e6c-867f-e8d7a28e1465,"Which of these better describes you: ""I wish I was at the beach, it's so peaceful there"" or ""I wish could stay in my house forever and never leave""?"
c65a952d-0e8b-4ecd-89f0-351ab4fdcf3e,"I'd do some sketchy stuff for a taco. Speaking of, Happy Taco Tuesday!"
90277656-49e1-4cec-9062-fba27fb7691e,"Dating has become like adopting a dog...""From a good home, fully vaccinated"""
bd77e64a-5968-485e-8735-5863908c8401,"DOCTOR HURRY THIS CONVO IS ABOUT TO DIE, WE NEED TO GET SOME MESSAGES FLOWING STAT. so how've you been"
3fc4da10-09ed-41bc-a7af-63ed0774242b,When you skip breakfast do you call it intermittent fasting or an accident?
a7651b82-5bbf-43f5-ad98-45852c6b5ce1,What weekend plans do you have that are going to make me jealous?
8713cb09-7ed4-4a1f-b635-436399063c96,Good morning sunshine 🌞
27626ac1-91f4-4387-b8bf-729cc377ffe1,"a) get hit by cat b) fall off cliff, or C) 🧀"
b1893fd3-e77e-4e3d-8394-8b39787b900c,I'm like a boomerang - I'm back. Have you ever been to Australia?
818ffc42-76a9-4418-8487-69e792f31cb2,"To unsubscribe, reply THANK YOU NEXT or text MISSED YOU to rekindle the vibes 🔥"
a001c7de-a6c6-42eb-a702-32f830be7544,"Hey, not sure what happened here. Hop back in where we left off?"
a95d76a1-b554-4b9e-a71e-8567cc83665b,How about a FaceTime to see if we want to meet in person?
8e33f057-0bbb-46c7-8330-0b8b1defa725,"You've come here to tell me a joke, haven't you?"
8e46a78b-e9d0-4c63-9b2c-f3c047c71b84,"I have plans for Taco Tuesday, but could I interest you in Whiskey Wednesday?"
205e09dc-e548-4c31-9389-c72aea2982d1,"Not sure if you heard me the first time, I'll turn up the volume...HEY!"
e3d23884-ee51-42c7-b2c1-5ada840ff8ec,It's only Monday and I'm already ready for a drink... so drinks?
f2a7b9c8-bc17-4210-b1d1-126e9a861b00,"Did I say something to upset you? If so, I'm sorry. Let's start fresh ok?"
4b7368be-608f-4fc1-b218-a83d797d7a85,What keeps you up at night?
517def1b-51e9-48d2-8aeb-b6424e578b94,morning person or a night owl? important to know whether I should text you goodmorning or goodnight
823cd0c9-ab18-4ae8-a905-fb484479814b,"I'm not sure if you're as awkward as I am on first dates, but maybe a phone call or video chat before meeting would help 😊"
b468013e-fe7d-42d2-b389-a1c481f1072e,Is tequila tuesday a thing? because that's what i need rn
154b4b4a-38fa-48b0-9eeb-a266477be2df,What are you secretly obsessed with right now?
4ccb9fab-6af1-48d7-ae5a-a742547db3d2,So I’m actually from the future. We’ve been married for 20 years and I’m trying to settle an argument about what we did on our first date 
8eba91f6-36d3-48a1-9c6b-2d1d8c458c86,It's Monday. What's something you're actually excited about this week?
fa9aca98-fa92-467a-bb56-8313142c3064,"If you knew that in one year you would die suddenly, would you change anything about the way you are now living? Why?"
37bedfe6-b40b-42cb-89e4-30b01c109d31,"I know first impressions are key, but I'm a big fan of second impressions. How have you been?"
96a95c43-ecb7-45db-94b1-e70a7b747647,Are you looking for anything specific right now...?
f8cf4957-fce3-433a-8189-afd74caafaad,What's the greatest thing you've accomplished in your life?
24e80015-494b-4ed8-b6db-1f574457ef6b,What makes you fall for someone? *gets ready to take notes*
23e1dce4-351e-48cf-9817-f477d201743d,I like your look — it makes you seem mischievous 👀 Wanna get into some trouble with me? 
9d594fdb-3a2a-415d-8c57-8bc59b0bfb61,You wake up with a huge hangover. What's the first thing you do?
73022ea0-4b31-4f98-b096-46e0b349cd83,"If it’s Thursday, it’s the weekend. I don’t make the rules."
a499e7a6-c9c6-482c-b505-4a220cf76bb3,We’re on an airplane about to crash. Where were we going before everything went south?
773e3459-14c4-4b5d-8f43-c51af79e9603,"I think it's really important that we all recycle. For example, I recycled this message"
84a0c21c-0348-45b5-bcc7-709c1344c04e,What made you swipe right? Something in my profile or simply user error? 😬 
21d44743-e34b-418f-a82f-d99598aaf560,Did I say something? I feel like you're annoyed
20eef830-4598-436f-a277-2c7b1650e734,I normally don't try to rekindle conversations but I have a special feeling about this. Pick up where we left off?
e42d6e95-6322-45b2-946b-19904b505744,Does your dog have any favorite songs?
e7eb5eb4-602a-4cd8-8c58-f05fe9cd1c99,"🍟, 🧀, or 🌮 ?"
e7fa0994-be7d-4f24-b2ba-aa07f38e5a90,Would you want to _____ this weekend? I always have time for you.
43d1d146-f0a6-4d73-b73b-7ac40e93c224,I have a feeling if we went on a socially-distanced date the distance would get VERY social pretty quick
d2d10906-07c5-4068-a683-9f8e0a512b0e,What song do you *have* to sing/scream every time it comes on in the car?
d2e1f4a7-fe9b-456a-a2b4-05e101373466,When you're thirsty on thirsty thursday what do you reach for to quench your thirst?
d4374b45-b596-4f40-859b-717269ea3206,"What’s something you tried, but will never try again?"
2068e9c9-9d76-47df-a8f3-c3733a34f2f6,What question are you afraid to ask me right now? No judgements here 😉
e4426bb3-bc4b-48a4-a6ab-198e866a1220,I find first dates awkward; how about a phone call or video chat beforehand?
19d258a1-07e9-4da3-bea5-2941286735de,Do you venture outdoors often or just know a great photo op when you see one?
0a646b17-88b0-4b0a-8450-aa1206754083,Looks like you know your way around a kitchen. Is there a recipe you've been dying to try?
f371b753-7ac1-4fbd-be81-c3f1fbfb90f9,Now to the most important question: vaccinated ✅ or not vaccinated? ⏹
5401dfb2-25d5-4a93-ba28-d42f94a54dc5,You look so much like my friend it's uncanny
f603650d-0edf-41eb-97f2-0b2f8d6ee98b,I'm really enjoying getting to know you ✨  Ready to facetime?
50472c8f-9e7c-4cb4-9664-dba27350a219,Everyone has a different relationship with food. What's yours?
4d0a4dbf-35f4-41b4-a808-0a5b2e394541,You look like you've never set foot on a hiking trail you didn't conquer
5d3d3c21-2a64-4b37-9812-992873ad3893,Text me? My number is _______
5dce838c-c25c-47dc-be73-a30ff0eb95df,"If you were reincarnated as an animal, what would you be?"
64de0ad4-5b40-4c77-98de-82d896250e63,What’s the most fun you’ve ever had? hoping my first date idea doesn't some up too short 😬
0b60447c-c59b-4466-ad77-3a2a0e934ccf,I'm getting the feeling you're not as into this as you were before?
68b96e5f-554a-43f6-877f-27f042afdb6e,We're halfway there! what's getting you through to the end of the week?
6ed5b275-5bcc-441d-ac39-9371d4060aa9,"Hey- I want to be clear about my intentions. At this stage, I am really only looking to date seriously and potentially even meet the one. What about you?"
6f957862-67ae-4ec9-834e-3a480d9fe960,Why does food taste 100x better when somebody else cooked?
4ca0871e-0fa5-4513-99f2-085f7cf92e96,Hey 👋  Tonight isn't going to work unfortunately. Can we reschedule?
4c24d8be-1761-467e-957a-60303d928bd4,FYI I'm running a little late. See you soon!
4b8921c2-57c6-4238-a6ba-beb6fa23614e,You seem so joyful in every one of your photos. You've got me smiling already 😄
76330de6-e04f-448e-963f-8f66b58700a5,Who was the last person to text you and were you happy to hear from them?
7b54e21c-c494-4ff9-aadb-8fc9093fc2be,Have you ever wanted to drop it all and live on a sailboat?
4b6bc3d3-f1aa-437d-a4fa-65384c6cb741,Should he take us for a walk for our first date (6 feet apart of course) 
82d947d4-de5e-4308-91ce-dafc95d2ec85,I want to find out if we're on the same page. Where do you see this going?
8337aaf0-5b9a-4998-8183-e6190a2b9695,Good morning. I wish I was waking up next to you
f981eabb-0f0c-4824-8d78-b5b2bb13c177,There are two types of people: those who bake and those who cook. Which are you?
49e7d5fc-b44c-4e27-95d7-0c8d36b356d8,*Advice* contains thoughts and tips from myself and my dating coach friends. I want you to visit *Advice* every time you find yourself stuck or unsure what to say or do [next]
3d1e02a5-3777-470e-8f45-39bf86b9d76b,"Given the choice of anyone in the world, whom would you want as a dinner guest?"
3c894e97-6673-471e-a494-65d328f4d718,You look like a waffles vs. pancakes person
8b2a7fe8-083b-4fb6-92e3-13c6526826de,It's only Tuesday? Wow this week is taking a year.
3bf3648d-2951-474d-b682-79886b95eec1,You look like the type of person who immediately spends giftcards
35503389-0fb1-4196-8226-b2c751bb04c6,"Stuck in traffic, going to be a little late"
a24493e9-0317-4e80-87ef-a2764210ad74,What influencer in your feed is currently influencing you?
a600b99e-b8b4-41bf-b2a7-9b9d75a1505d,Something came up at work. I don't usually do this but can we raincheck?
a6285358-48ba-4f17-8807-401fc511e500,As much as I'm loving the banter I really want to see you. Can I interest you in a video date?
a7dce8de-b9b6-440b-98fb-01fd2d81d904,"You’re great with words but it would be better to hear your voice 😄  I'm gonna call you in a minute, OK?"
354b58ce-dfa7-4d88-8226-9e266f8bf852,Have you ever broken a law? If you haven’t what is one law you’d love to break?
340f9852-385c-4ed8-87d2-64541bbbc9d0,"Unpopular opinion, Tuesdays are worse than Mondays. Agree or disagree?"
f98c3ecb-f115-4310-ab5d-59408d60206a,Unpopular opinion: I actually don't mind mondays
32c83315-eb72-4119-8de6-781567438434,What class made you rethink life?
b1ce5970-f497-4956-bf5a-d5f9cbd28dd6,Have a good night. ttyt
3262a37c-67de-49b4-96ae-1fe6f052e8aa,Sweet dreams hot stuff 😘
b681ecc1-8c85-4269-bb85-805293c96846,What's your favorite thing about yourself? I can think of a few options 🤩
b80075e5-8fc6-494c-aa7b-bcdbb2c66c64,"You have a look about you that says Wisdom, Joy, Levity ....or maybe that's just the filters"
ba1f5cc5-3428-4193-ae87-f79da63cee46,You have a world-weary gleam in your eye that makes me think you may be an old soul...or sun is in your eyes
bba2a7f3-ebc0-49e2-8121-d6a4af1186d5,"I know it's basic, but what's your Starbucks order?"
3249db47-d8ae-4320-ba11-803e098c4d42,I'm a terrible cook but I'm great at ordering for two. Everybody's got their strengths 😇 How about you?
bf880ccb-4bb9-45cc-8899-80b518a6294b,"I know it's basic, but what's your favorite brunch spot?"
2f8e3360-8910-4c30-ab63-355d05ccef21,I open your freezer. What do I see?
c01cb4d7-f26e-4b46-b726-96c4920debe1,"Are you the traveler who has to plan everything (please god no), or see what happens?"
c44fb9d7-e37d-41d3-b2d5-f50bb6545660,"Hey, I'm sorry I upset you, sometimes words are hard for me"
2203a6c8-8a7c-446f-8936-b486b26c5626,Happy Hump Day! Still can’t believe that’s a phrase
cc87e5a2-666d-4595-9e54-637f6e4c0623,Gonna be a bit late but look forward to seeing you!
ce7b4995-ede1-42b8-8d98-272b5523c587,You look like the kind of person who could hold my attention...I think
d13ef228-b65b-4276-af9a-16bdc26ae59a,What's one thing you want to do this weekend but can't?
d2908b8c-004c-4b99-8574-a3133d925064,Night night cutie face
ab47520c-6bb7-4989-830f-e6b55ab2974b,What's the longest time you've spent living outside the US?
e2b0744c-f236-4ffd-a419-d1fd285c57a7,"Your perfect Sunday morning: workout, movie, or brunch?"
3d4fef4f-7b65-4e0d-af3d-b2ac15e10bfc,"I like you a lot, but this is going too fast for me. Are you OK with us slowing things down? "
3bf9bcfa-5752-440d-a9d9-b0408dada5ef,Your smile tells me you’re clever. What does my smile tell you about me?
6d0f9c73-a68a-4dc1-abd0-2ca61fc8d71f,"Thai food or pizza? Heads up, I will judge you"
43480444-f17d-4432-bf06-024c8e6840b4,www.calendly.com/taylormargot
c115cd7f-6e21-40c1-ac9c-d6052ac28958,"Do you know what the OTHER PERSON’S intention is in dating? Are they looking for a hookup, a relationship, marriage? Learning this sooner rather than later will save you time and heartache [next]"
d73d8f6d-0dec-43cf-a5c5-cd6203e7360f,"I can tell we think alike. And I was thinking about our second date, which means you were too. When are you free?"
f8736e1c-48ec-4b1d-918e-2dc382ab16e4,What are you looking for? A long term relationship? Or something more casual?
d21866be-1fa7-4f45-be3b-d07732a45578,Morning sexy. 🍾 🍊?
1f362f14-e5c0-4598-a743-23753159e9da,"Pick two, money, time, or energy and why?"
013ccc77-78bf-467b-a066-332916b506c7,"You smile with your eyes. It’s alarming, but also incredibly beautiful "
905d7b98-dd6c-4036-a043-0ac90ff10434,What's something you did in college that you regret?
57272338-6300-4def-9687-a9ed1b18efe1,Your ideal life in 5 years time. What does it look like?
30b4d2de-7905-431a-a0bc-de7b8174a7b3,"I’m loving this conversation, should we move it over to a video chat?"
3deb0e51-8b4a-4712-baf2-fd33553b1b59,Your laugh is my favorite sound ever
ac8db8bc-8afc-4c14-bae3-40ac10694693,"Ask questions about their past, present, future, goals, family, and values. Talk about your own. You don’t have to tell your whole life story, but there is no need to always “keep it light.”"
9b2a0f32-cfef-4cb8-8840-ae5a928ba31a,"If you had 24 hours to live, would i be worthy to get 5 minutes with you? 😇"
f7e4efb3-0ded-452e-99f8-ab370dd477f8,You do a great job managing and keeping up with stuff. I’m amazed at how you handle stress. I’m also amazed at how cute you are ;)
641fbd51-1ee4-4751-bccd-9a9ff970d439,What was the coolest iPod mini color?
5d210de3-baf0-43aa-8782-af4753df3cbc,Backpacking in Southeast Asia or 5-star hotel in Europe?
686902ec-83da-4d5f-8b22-d78d7bdfdf24,"I know you have other matches, but let me tell you why I deserve to skip to the front of the line. \nI am a single dad and know kids will always be a priority. \nI will always value you and your time. \nI will always forward to seeing you after a busy day at work. "
ccc249d7-0c40-481f-a7f8-87860d839b1a,"Do you have any evidence for not being worthy, attractive, or competent enough? Or have you just let yourself believe that? Is any of it true? According to whom?"
e665b942-1b8a-4a29-9d78-a5801ed523f3,Country roaaaaads
af1b14b1-834c-44b6-a4ae-5b4c8ffe3195,What's your favorite Hanukkah tradition?
96d96444-7909-4cb1-9a03-79f95cbca880,Is there a piece of wisdom you'd like to impart on your great-great-grandchildren?
26aa5743-9bc8-4ce1-8c77-e61ec69a0c16,hey 
58231e23-ef5f-4207-b04c-f3dcc8f91b76,"Hey I got a favor to ask, hit me back... "
2912b281-5fa7-48e4-84b0-93d5cdfc053a,"My friends are dragging me to yet another titty bar, sorry I'm not going to be able to make it! 🙃 In all seriousness, I'm sorry to bail on you"
b5e5d7ba-c948-41a2-89bf-e7465a565dba,"That I’m teaching myself to code by building a dating advice app! Actually, as a guy I find pretty cute, I’d really like you feedback 😘Would you try it?"
292714c6-405b-400d-bb7e-2789081a385a,I got you. Use this link to skip the 20k waitlist 👉 https://earlyaccess.thekeysapp.com/JOnJYlBwqfb\n\nBackup Access Code: capitalx
cc201366-0ff6-4635-b8eb-b208f466d75c,What’s the name of that song that goes 'ba da dee ba da dum' again
8c6f27e4-9443-4de3-a737-c3d34d638eac,Which Spice Girl did (do?) you wannabe the most?
ef28e155-c33c-46f8-8ea1-4dda6832611c,How are you doing with this global panini crisis?
2c3ceb0d-e3b3-4829-a2d1-5b9063eb7cfd,What or who would you sacrifice your life for?
22c78c48-eab7-4d9c-8e1c-f33a52ccb01b,"Facts are the opposite of Stories, and are used to support or break down Stories. A Fact is something that a video camera could record [next]"
a893d37d-0e26-459e-af8d-c619f3c9710b,"What are your best qualities (besides being cute, smart and sexy)? Dying to find out…"
7d4f1254-4bf1-46e2-8a3e-6be152ef11e8,There's something about your eyes. Do people compliment them all the time or just 7 days a week?
875bc7e3-a9ed-4d9e-b801-d4175232a9c7,You have a great smile. I like it a lot!
8580b1f6-de92-4b0b-83d2-debd0ff21b34,It's a week before your wedding. What three things are on your to-do list right now?
fed24287-d01a-42a0-96cf-0267ed14e4f5,Who was your favorite cartoon character growing up and does he live in a pineapple under the sea?
11fb7883-9fe8-41a8-91ba-812b8f3b195a,I totally forgot I have a virtual work event 😕 Can we try another time?
c30458d3-2947-48c4-b878-3d1996376a07,The first thing I noticed about Drew was 
2ba89603-5fe5-4b67-9de2-06b1df96fd23,"There are two types of people: those who can follow a recipe, and those who can cook. Which are you?"
ebfda23b-31b6-4d1c-a658-2acc8d1cdfd4,I love Sundays. They're the perfect to time to relax and reflect before the new week.
2494b449-1150-4fca-9c34-8a846867a6bd,*Advice* is filled with thoughts and tips from myself and my dating coach friends. I want you to visit *Advice* every time you find yourself stuck or unsure what to say or do [next]
ddc3a4dd-ecf5-46ee-87b7-2d5f8c267fb5,Hey! What are your top 3 vending machine snacks?
af5f0761-69c7-44b1-932e-1e4e1a6ad76b,You seem to be very outgoing. I like that.
ba2c92a4-241d-48f8-826e-cc4be6a87986,What are three things you want me to know about you?
9e602a7e-c251-4942-a5d5-f589c210b0f2,Are you a planner or a spur-of-the-moment type? Important to know when I take you out
c1d201d0-f57a-4df3-9bf2-8fbbc4752358,"if someone robbed you & the amount of money that was in your account was your phone number, what would that amount be?"
f4345eb3-d2cc-4e3a-8892-4c1b0784a801,Hi Sarah ☺️ What's something you started doing during quarrantine that you want to continue after it's over?
d5056d0b-ab96-4bdf-b7f1-2e0fdadaca6b,"Last, there is self-awareness. Are YOU feeling it? Then they probably are too. Notice when you start *wanting* to do something, like asking them out. That’s the time to do it. Trust me on this one. Grab a phrase from Connect > "
6c4a8e69-b984-4fc4-a81b-890b6bbdfb0b,Looks like you know your way around a kitchen. What's a recipe you've been dying to try?
4aea799a-0f50-4267-9256-e9374bdbfdbc,"When you're outdoors, what do you think about? You know, like when you go for a run or just take time to be with yourself and listen to the world?"
50213f0a-632a-42b6-b016-153e747028db,Who's the hottest Harry Potter professor?
9f5f2c59-b578-4778-bab1-ed5307f99155,"If you had an unlimited amount of time and money, what would you be doing with your life?"
55c961e2-1655-4c74-8b97-3cc0f9baa913,I’ve got a job for you 
05de81aa-08bf-4b28-b150-54a47bfd12fe,Hey I heard from someone that your the life of the party
c375ad3a-2049-44ca-8400-683d23cd06e3,Who's the best out of the Big Three and why is it Federer?
51396e69-c39f-4e2a-9fe3-c148bb97f83f,"Alternatively, try leaving a voice message. Seriously. Just read one of our Compliment phrases out loud. You’ll be surprised by the results."
49a160ff-871f-4390-af10-7f54b7e36c16,“Borkborkbork is that my new dad!” - your dog when we matched
68670e7f-0b3e-42ac-8814-47e55c85fb40,Hi want to sell you something 
4f60c3c8-589f-4535-bf73-2bcb30bab36b,What do you do for fun? *secretly hoping it's baking*
4f0bb4a9-cf81-4c73-bc23-d53d89106a09,Don’t change who you are to match who you date; change who you date to match who you are [next]
5a3840d0-eab7-4efe-b3cd-e6a2c61a00ed,Would you like to read one of my many 5-star Yelp reviews
b5662b51-57d2-40e0-a932-f23c0ff5a36a,What's the best thing you've ever found on a walk?
7910f5f3-f6e5-406f-8d37-cf2b32f855d7,Are you my pinky toe? Because I'd like to bang you on all my furniture
69f3337a-5066-4d0d-9e6f-be716cee85b9,Just gonna get right to it - what are you looking to get out of dating right now?
3beb640a-87d7-4b74-8b0f-7a9d04937cf3,"I love your profile; playful, down to earth, genuine. It doesn't hurt that you're super cute"
47f2b529-c501-4c53-aa4f-400e20cd9040,"No fucking way, I don't believe you"
bb773a64-a63e-4098-a76a-339d123c7213,"If you could only eat one thing for the rest of your life, what would it be?"
184228b6-8baf-4b69-99c0-caa5523668fe,Bet you tryna take this L at cup pong 🤣
0134decf-e85d-4227-8531-bee6e17a47ed,"Don’t be afraid to share first! The more open and honest you are about your life, the more vulnerable you invite the other person to be [next]"
711514b6-1aea-4d06-aeb8-78a38ca960db,Hbdjj
aa6cda47-ae79-4c27-9c2d-c7d7e4c4a194,I'd like to see you tonight. What are you doing?
fbb6c0ea-8ea5-43fc-9d86-198b26b25bc9,What are you secretly hoarding right now?
939a3a1e-1894-49d1-856f-a3e120857c37,"That’s my wifi password, saves time when you come over "
78c1f6f3-9deb-4479-9663-d97e150e9cbc,How's your ____ going?
8bda1bdd-c4b2-4681-8f6b-797d55f44f03,What's your favorite Harry Potter book and why is it Half-Blood Prince?
17687ff6-09b2-46b4-b124-0b29d88be5c9,I'm intrigued. Can you say more?
89479c0e-6187-4012-abfd-d1d8c45f48e0,I see you're trapped on here too. What's your escape plan?
2fc52be9-19f4-47a0-b5b4-e2022e2addd4,"If you could have lunch with anyone, living or dead, who would it be and why?"
f2a4d5f3-6ae2-409c-a250-31209d8c74ea,Sharing my resolutions really gets me motivated. Wanna to try a few together...? I could use the help 😘
9153f51f-f9c0-4e5d-8854-c6cf78945721,"Saturdays are for ________, but Sundays are for __________"
47ae2442-8166-4af7-adcb-326d4e611652,"You seem like a super easy going, fun-loving person. I bet we would get along really well!"
b909d4fb-a4e6-4f5e-9399-c10754e56e5b,You look like just the badass I need. I’ve got a job for you 
b955cb7d-5023-4f90-b022-107370d3a9b9,I like your swim suit. Where did you get it? I'm going to get one for myself
4fddcf45-d81d-4dd1-9f16-99f031d2ddae,"I believe we didn't inherit the earth from our ancestors, we're just borrowing it from our children. Do you agree?"
cbb17e62-3b59-4ef4-afd1-0173d537ddb2,"The 36 questions are asked in numerical order. Each party must answer each question before proceeding to the next. Take turns answering first, or try answering at the same time [next]"
0436624e-967b-45b7-a76a-2498c14467bf,I like your style
469202b1-fe0b-404c-95af-6d0f1ac1a7e5,"I can’t find the right words to say, your eyes keep making me lose my train of thought"
0f3c787c-bca0-4454-8d48-0f5a249003d7,What's the best sushi roll to order? Hint: there is only one correct answer to this question
dd54e38b-4f13-4b89-a873-ab066a55d026,I want to get to know you. When can I buy you a drink?
d39f3e19-0fe8-4377-b9a9-7d5717e4c7ab,Why are values important? They’re important because they’re the single biggest factor in determining whether you will be compatible with someone [next]
2ae6ceed-dcd0-41b4-9757-76e2d9c994cb,"There are any number of reasons they didn’t text back that have *nothing to do with you*. If you have a bad Story in your head, ask if there are Facts to support it [next]"
